ds,holiday,lower_window,upper_window
2018/11/23 10:00:00,holiday,0,1
2018/11/23 11:00:00,holiday,0,1
2018/11/23 12:00:00,holiday,0,1
2018/11/23 13:00:00,holiday,0,1
2018/11/23 14:00:00,holiday,0,1
2018/11/23 15:00:00,holiday,0,1
2018/11/23 16:00:00,holiday,0,1
2018/11/23 17:00:00,holiday,0,1
2018/11/23 18:00:00,holiday,0,1
2018/11/23 19:00:00,holiday,0,1
2018/11/23 2:00:00,holiday,0,1
2018/11/23 20:00:00,holiday,0,1
2018/11/23 21:00:00,holiday,0,1
2018/11/23 22:00:00,holiday,0,1
2018/11/23 23:00:00,holiday,0,1
2018/11/23 3:00:00,holiday,0,1
2018/11/23 4:00:00,holiday,0,1
2018/11/23 5:00:00,holiday,0,1
2018/11/23 6:00:00,holiday,0,1
2018/11/23 7:00:00,holiday,0,1
2018/11/23 8:00:00,holiday,0,1
2018/11/23 9:00:00,holiday,0,1
2018/12/23 0:00:00,holiday,0,1
2018/12/23 1:00:00,holiday,0,1
2018/12/23 10:00:00,holiday,0,1
2018/12/23 11:00:00,holiday,0,1
2018/12/23 12:00:00,holiday,0,1
2018/12/23 13:00:00,holiday,0,1
2018/12/23 14:00:00,holiday,0,1
2018/12/23 15:00:00,holiday,0,1
2018/12/23 16:00:00,holiday,0,1
2018/12/23 17:00:00,holiday,0,1
2018/12/23 18:00:00,holiday,0,1
2018/12/23 19:00:00,holiday,0,1
2018/12/23 2:00:00,holiday,0,1
2018/12/23 20:00:00,holiday,0,1
2018/12/23 21:00:00,holiday,0,1
2018/12/23 22:00:00,holiday,0,1
2018/12/23 23:00:00,holiday,0,1
2018/12/23 3:00:00,holiday,0,1
2018/12/23 4:00:00,holiday,0,1
2018/12/23 5:00:00,holiday,0,1
2018/12/23 6:00:00,holiday,0,1
2018/12/23 7:00:00,holiday,0,1
2018/12/23 8:00:00,holiday,0,1
2018/12/23 9:00:00,holiday,0,1
2018/12/24 0:00:00,holiday,0,1
2018/12/24 1:00:00,holiday,0,1
2018/12/24 10:00:00,holiday,0,1
2018/12/24 11:00:00,holiday,0,1
2018/12/24 12:00:00,holiday,0,1
2018/12/24 13:00:00,holiday,0,1
2018/12/24 14:00:00,holiday,0,1
2018/12/24 15:00:00,holiday,0,1
2018/12/24 16:00:00,holiday,0,1
2018/12/24 17:00:00,holiday,0,1
2018/12/24 18:00:00,holiday,0,1
2018/12/24 19:00:00,holiday,0,1
2018/12/24 2:00:00,holiday,0,1
2018/12/24 20:00:00,holiday,0,1
2018/12/24 21:00:00,holiday,0,1
2018/12/24 22:00:00,holiday,0,1
2018/12/24 23:00:00,holiday,0,1
2018/12/24 3:00:00,holiday,0,1
2018/12/24 4:00:00,holiday,0,1
2018/12/24 5:00:00,holiday,0,1
2018/12/24 6:00:00,holiday,0,1
2018/12/24 7:00:00,holiday,0,1
2018/12/24 8:00:00,holiday,0,1
2018/12/24 9:00:00,holiday,0,1
2018/12/28 0:00:00,holiday,0,1
2018/12/28 1:00:00,holiday,0,1
2018/12/28 10:00:00,holiday,0,1
2018/12/28 11:00:00,holiday,0,1
2018/12/28 12:00:00,holiday,0,1
2018/12/28 13:00:00,holiday,0,1
2018/12/28 14:00:00,holiday,0,1
2018/12/28 15:00:00,holiday,0,1
2018/12/28 16:00:00,holiday,0,1
2018/12/28 17:00:00,holiday,0,1
2018/12/28 18:00:00,holiday,0,1
2018/12/28 19:00:00,holiday,0,1
2018/12/28 2:00:00,holiday,0,1
2018/12/28 20:00:00,holiday,0,1
2018/12/28 21:00:00,holiday,0,1
2018/12/28 22:00:00,holiday,0,1
2018/12/28 23:00:00,holiday,0,1
2018/12/28 3:00:00,holiday,0,1
2018/12/28 4:00:00,holiday,0,1
2018/12/28 5:00:00,holiday,0,1
2018/12/28 6:00:00,holiday,0,1
2018/12/28 7:00:00,holiday,0,1
2018/12/28 8:00:00,holiday,0,1
2018/12/28 9:00:00,holiday,0,1
2018/12/29 0:00:00,holiday,0,1
2018/12/29 1:00:00,holiday,0,1
2018/12/29 10:00:00,holiday,0,1
2018/12/29 11:00:00,holiday,0,1
2018/12/29 12:00:00,holiday,0,1
2018/12/29 13:00:00,holiday,0,1
2018/12/29 14:00:00,holiday,0,1
2018/12/29 15:00:00,holiday,0,1
2018/12/29 16:00:00,holiday,0,1
2018/12/29 17:00:00,holiday,0,1
2018/12/29 18:00:00,holiday,0,1
2018/12/29 19:00:00,holiday,0,1
2018/12/29 2:00:00,holiday,0,1
2018/12/29 20:00:00,holiday,0,1
2018/12/29 21:00:00,holiday,0,1
2018/12/29 22:00:00,holiday,0,1
2018/12/29 23:00:00,holiday,0,1
2018/12/29 3:00:00,holiday,0,1
2018/12/29 4:00:00,holiday,0,1
2018/12/29 5:00:00,holiday,0,1
2018/12/29 6:00:00,holiday,0,1
2018/12/29 7:00:00,holiday,0,1
2018/12/29 8:00:00,holiday,0,1
2018/12/29 9:00:00,holiday,0,1
2018/12/30 0:00:00,holiday,0,1
2018/12/30 1:00:00,holiday,0,1
2018/12/30 10:00:00,holiday,0,1
2018/12/30 11:00:00,holiday,0,1
2018/12/30 12:00:00,holiday,0,1
2018/12/30 13:00:00,holiday,0,1
2018/12/30 14:00:00,holiday,0,1
2018/12/30 15:00:00,holiday,0,1
2018/12/30 16:00:00,holiday,0,1
2018/12/30 17:00:00,holiday,0,1
2018/12/30 18:00:00,holiday,0,1
2018/12/30 19:00:00,holiday,0,1
2018/12/30 2:00:00,holiday,0,1
2018/12/30 20:00:00,holiday,0,1
2018/12/30 21:00:00,holiday,0,1
2018/12/30 22:00:00,holiday,0,1
2018/12/30 23:00:00,holiday,0,1
2018/12/30 3:00:00,holiday,0,1
2018/12/30 4:00:00,holiday,0,1
2018/12/30 5:00:00,holiday,0,1
2018/12/30 6:00:00,holiday,0,1
2018/12/30 7:00:00,holiday,0,1
2018/12/30 8:00:00,holiday,0,1
2018/12/30 9:00:00,holiday,0,1
2018/12/31 0:00:00,holiday,0,1
2018/12/31 1:00:00,holiday,0,1
2018/12/31 10:00:00,holiday,0,1
2018/12/31 11:00:00,holiday,0,1
2018/12/31 12:00:00,holiday,0,1
2018/12/31 13:00:00,holiday,0,1
2018/12/31 14:00:00,holiday,0,1
2018/12/31 15:00:00,holiday,0,1
2018/12/31 16:00:00,holiday,0,1
2018/12/31 17:00:00,holiday,0,1
2018/12/31 18:00:00,holiday,0,1
2018/12/31 19:00:00,holiday,0,1
2018/12/31 2:00:00,holiday,0,1
2018/12/31 20:00:00,holiday,0,1
2018/12/31 21:00:00,holiday,0,1
2018/12/31 22:00:00,holiday,0,1
2018/12/31 23:00:00,holiday,0,1
2018/12/31 3:00:00,holiday,0,1
2018/12/31 4:00:00,holiday,0,1
2018/12/31 5:00:00,holiday,0,1
2018/12/31 6:00:00,holiday,0,1
2018/12/31 7:00:00,holiday,0,1
2018/12/31 8:00:00,holiday,0,1
2018/12/31 9:00:00,holiday,0,1
2019/01/01 0:00:00,holiday,0,1
2019/01/01 1:00:00,holiday,0,1
2019/01/01 10:00:00,holiday,0,1
2019/01/01 11:00:00,holiday,0,1
2019/01/01 12:00:00,holiday,0,1
2019/01/01 13:00:00,holiday,0,1
2019/01/01 14:00:00,holiday,0,1
2019/01/01 15:00:00,holiday,0,1
2019/01/01 16:00:00,holiday,0,1
2019/01/01 17:00:00,holiday,0,1
2019/01/01 18:00:00,holiday,0,1
2019/01/01 19:00:00,holiday,0,1
2019/01/01 2:00:00,holiday,0,1
2019/01/01 20:00:00,holiday,0,1
2019/01/01 21:00:00,holiday,0,1
2019/01/01 22:00:00,holiday,0,1
2019/01/01 23:00:00,holiday,0,1
2019/01/01 3:00:00,holiday,0,1
2019/01/01 4:00:00,holiday,0,1
2019/01/01 5:00:00,holiday,0,1
2019/01/01 6:00:00,holiday,0,1
2019/01/01 7:00:00,holiday,0,1
2019/01/01 8:00:00,holiday,0,1
2019/01/01 9:00:00,holiday,0,1
2019/01/02 0:00:00,holiday,0,1
2019/01/02 1:00:00,holiday,0,1
2019/01/02 10:00:00,holiday,0,1
2019/01/02 11:00:00,holiday,0,1
2019/01/02 12:00:00,holiday,0,1
2019/01/02 13:00:00,holiday,0,1
2019/01/02 14:00:00,holiday,0,1
2019/01/02 15:00:00,holiday,0,1
2019/01/02 16:00:00,holiday,0,1
2019/01/02 17:00:00,holiday,0,1
2019/01/02 18:00:00,holiday,0,1
2019/01/02 19:00:00,holiday,0,1
2019/01/02 2:00:00,holiday,0,1
2019/01/02 20:00:00,holiday,0,1
2019/01/02 21:00:00,holiday,0,1
2019/01/02 22:00:00,holiday,0,1
2019/01/02 23:00:00,holiday,0,1
2019/01/02 3:00:00,holiday,0,1
2019/01/02 4:00:00,holiday,0,1
2019/01/02 5:00:00,holiday,0,1
2019/01/02 6:00:00,holiday,0,1
2019/01/02 7:00:00,holiday,0,1
2019/01/02 8:00:00,holiday,0,1
2019/01/02 9:00:00,holiday,0,1
2019/01/03 0:00:00,holiday,0,1
2019/01/03 1:00:00,holiday,0,1
2019/01/03 10:00:00,holiday,0,1
2019/01/03 11:00:00,holiday,0,1
2019/01/03 12:00:00,holiday,0,1
2019/01/03 13:00:00,holiday,0,1
2019/01/03 14:00:00,holiday,0,1
2019/01/03 15:00:00,holiday,0,1
2019/01/03 16:00:00,holiday,0,1
2019/01/03 17:00:00,holiday,0,1
2019/01/03 18:00:00,holiday,0,1
2019/01/03 19:00:00,holiday,0,1
2019/01/03 2:00:00,holiday,0,1
2019/01/03 20:00:00,holiday,0,1
2019/01/03 21:00:00,holiday,0,1
2019/01/03 22:00:00,holiday,0,1
2019/01/03 23:00:00,holiday,0,1
2019/01/03 3:00:00,holiday,0,1
2019/01/03 4:00:00,holiday,0,1
2019/01/03 5:00:00,holiday,0,1
2019/01/03 6:00:00,holiday,0,1
2019/01/03 7:00:00,holiday,0,1
2019/01/03 8:00:00,holiday,0,1
2019/01/03 9:00:00,holiday,0,1
2019/01/04 0:00:00,holiday,0,1
2019/01/04 1:00:00,holiday,0,1
2019/01/04 10:00:00,holiday,0,1
2019/01/04 11:00:00,holiday,0,1
2019/01/04 12:00:00,holiday,0,1
2019/01/04 13:00:00,holiday,0,1
2019/01/04 14:00:00,holiday,0,1
2019/01/04 15:00:00,holiday,0,1
2019/01/04 16:00:00,holiday,0,1
2019/01/04 17:00:00,holiday,0,1
2019/01/04 18:00:00,holiday,0,1
2019/01/04 19:00:00,holiday,0,1
2019/01/04 2:00:00,holiday,0,1
2019/01/04 20:00:00,holiday,0,1
2019/01/04 21:00:00,holiday,0,1
2019/01/04 22:00:00,holiday,0,1
2019/01/04 23:00:00,holiday,0,1
2019/01/04 3:00:00,holiday,0,1
2019/01/04 4:00:00,holiday,0,1
2019/01/04 5:00:00,holiday,0,1
2019/01/04 6:00:00,holiday,0,1
2019/01/04 7:00:00,holiday,0,1
2019/01/04 8:00:00,holiday,0,1
2019/01/04 9:00:00,holiday,0,1
2019/01/14 0:00:00,holiday,0,1
2019/01/14 1:00:00,holiday,0,1
2019/01/14 10:00:00,holiday,0,1
2019/01/14 11:00:00,holiday,0,1
2019/01/14 12:00:00,holiday,0,1
2019/01/14 13:00:00,holiday,0,1
2019/01/14 14:00:00,holiday,0,1
2019/01/14 15:00:00,holiday,0,1
2019/01/14 16:00:00,holiday,0,1
2019/01/14 17:00:00,holiday,0,1
2019/01/14 18:00:00,holiday,0,1
2019/01/14 19:00:00,holiday,0,1
2019/01/14 2:00:00,holiday,0,1
2019/01/14 20:00:00,holiday,0,1
2019/01/14 21:00:00,holiday,0,1
2019/01/14 22:00:00,holiday,0,1
2019/01/14 23:00:00,holiday,0,1
2019/01/14 3:00:00,holiday,0,1
2019/01/14 4:00:00,holiday,0,1
2019/01/14 5:00:00,holiday,0,1
2019/01/14 6:00:00,holiday,0,1
2019/01/14 7:00:00,holiday,0,1
2019/01/14 8:00:00,holiday,0,1
2019/01/14 9:00:00,holiday,0,1
2019/02/11 0:00:00,holiday,0,1
2019/02/11 1:00:00,holiday,0,1
2019/02/11 10:00:00,holiday,0,1
2019/02/11 11:00:00,holiday,0,1
2019/02/11 12:00:00,holiday,0,1
2019/02/11 13:00:00,holiday,0,1
2019/02/11 14:00:00,holiday,0,1
2019/02/11 15:00:00,holiday,0,1
2019/02/11 16:00:00,holiday,0,1
2019/02/11 17:00:00,holiday,0,1
2019/02/11 18:00:00,holiday,0,1
2019/02/11 19:00:00,holiday,0,1
2019/02/11 2:00:00,holiday,0,1
2019/02/11 20:00:00,holiday,0,1
2019/02/11 21:00:00,holiday,0,1
2019/02/11 22:00:00,holiday,0,1
2019/02/11 23:00:00,holiday,0,1
2019/02/11 3:00:00,holiday,0,1
2019/02/11 4:00:00,holiday,0,1
2019/02/11 5:00:00,holiday,0,1
2019/02/11 6:00:00,holiday,0,1
2019/02/11 7:00:00,holiday,0,1
2019/02/11 8:00:00,holiday,0,1
2019/02/11 9:00:00,holiday,0,1
2019/03/21 0:00:00,holiday,0,1
2019/03/21 1:00:00,holiday,0,1
2019/03/21 10:00:00,holiday,0,1
2019/03/21 11:00:00,holiday,0,1
2019/03/21 12:00:00,holiday,0,1
2019/03/21 13:00:00,holiday,0,1
2019/03/21 14:00:00,holiday,0,1
2019/03/21 15:00:00,holiday,0,1
2019/03/21 16:00:00,holiday,0,1
2019/03/21 17:00:00,holiday,0,1
2019/03/21 18:00:00,holiday,0,1
2019/03/21 19:00:00,holiday,0,1
2019/03/21 2:00:00,holiday,0,1
2019/03/21 20:00:00,holiday,0,1
2019/03/21 21:00:00,holiday,0,1
2019/03/21 22:00:00,holiday,0,1
2019/03/21 23:00:00,holiday,0,1
2019/03/21 3:00:00,holiday,0,1
2019/03/21 4:00:00,holiday,0,1
2019/03/21 5:00:00,holiday,0,1
2019/03/21 6:00:00,holiday,0,1
2019/03/21 7:00:00,holiday,0,1
2019/03/21 8:00:00,holiday,0,1
2019/03/21 9:00:00,holiday,0,1
2019/04/29 0:00:00,holiday,0,1
2019/04/29 1:00:00,holiday,0,1
2019/04/29 10:00:00,holiday,0,1
2019/04/29 11:00:00,holiday,0,1
2019/04/29 12:00:00,holiday,0,1
2019/04/29 13:00:00,holiday,0,1
2019/04/29 14:00:00,holiday,0,1
2019/04/29 15:00:00,holiday,0,1
2019/04/29 16:00:00,holiday,0,1
2019/04/29 17:00:00,holiday,0,1
2019/04/29 18:00:00,holiday,0,1
2019/04/29 19:00:00,holiday,0,1
2019/04/29 2:00:00,holiday,0,1
2019/04/29 20:00:00,holiday,0,1
2019/04/29 21:00:00,holiday,0,1
2019/04/29 22:00:00,holiday,0,1
2019/04/29 23:00:00,holiday,0,1
2019/04/29 3:00:00,holiday,0,1
2019/04/29 4:00:00,holiday,0,1
2019/04/29 5:00:00,holiday,0,1
2019/04/29 6:00:00,holiday,0,1
2019/04/29 7:00:00,holiday,0,1
2019/04/29 8:00:00,holiday,0,1
2019/04/29 9:00:00,holiday,0,1
2019/04/30 0:00:00,holiday,0,1
2019/04/30 1:00:00,holiday,0,1
2019/04/30 10:00:00,holiday,0,1
2019/04/30 11:00:00,holiday,0,1
2019/04/30 12:00:00,holiday,0,1
2019/04/30 13:00:00,holiday,0,1
2019/04/30 14:00:00,holiday,0,1
2019/04/30 15:00:00,holiday,0,1
2019/04/30 16:00:00,holiday,0,1
2019/04/30 17:00:00,holiday,0,1
2019/04/30 18:00:00,holiday,0,1
2019/04/30 19:00:00,holiday,0,1
2019/04/30 2:00:00,holiday,0,1
2019/04/30 20:00:00,holiday,0,1
2019/04/30 21:00:00,holiday,0,1
2019/04/30 22:00:00,holiday,0,1
2019/04/30 23:00:00,holiday,0,1
2019/04/30 3:00:00,holiday,0,1
2019/04/30 4:00:00,holiday,0,1
2019/04/30 5:00:00,holiday,0,1
2019/04/30 6:00:00,holiday,0,1
2019/04/30 7:00:00,holiday,0,1
2019/04/30 8:00:00,holiday,0,1
2019/04/30 9:00:00,holiday,0,1
2019/05/01 0:00:00,holiday,0,1
2019/05/01 1:00:00,holiday,0,1
2019/05/01 10:00:00,holiday,0,1
2019/05/01 11:00:00,holiday,0,1
2019/05/01 12:00:00,holiday,0,1
2019/05/01 13:00:00,holiday,0,1
2019/05/01 14:00:00,holiday,0,1
2019/05/01 15:00:00,holiday,0,1
2019/05/01 16:00:00,holiday,0,1
2019/05/01 17:00:00,holiday,0,1
2019/05/01 18:00:00,holiday,0,1
2019/05/01 19:00:00,holiday,0,1
2019/05/01 2:00:00,holiday,0,1
2019/05/01 20:00:00,holiday,0,1
2019/05/01 21:00:00,holiday,0,1
2019/05/01 22:00:00,holiday,0,1
2019/05/01 23:00:00,holiday,0,1
2019/05/01 3:00:00,holiday,0,1
2019/05/01 4:00:00,holiday,0,1
2019/05/01 5:00:00,holiday,0,1
2019/05/01 6:00:00,holiday,0,1
2019/05/01 7:00:00,holiday,0,1
2019/05/01 8:00:00,holiday,0,1
2019/05/01 9:00:00,holiday,0,1
2019/05/02 0:00:00,holiday,0,1
2019/05/02 1:00:00,holiday,0,1
2019/05/02 10:00:00,holiday,0,1
2019/05/02 11:00:00,holiday,0,1
2019/05/02 12:00:00,holiday,0,1
2019/05/02 13:00:00,holiday,0,1
2019/05/02 14:00:00,holiday,0,1
2019/05/02 15:00:00,holiday,0,1
2019/05/02 16:00:00,holiday,0,1
2019/05/02 17:00:00,holiday,0,1
2019/05/02 18:00:00,holiday,0,1
2019/05/02 19:00:00,holiday,0,1
2019/05/02 2:00:00,holiday,0,1
2019/05/02 20:00:00,holiday,0,1
2019/05/02 21:00:00,holiday,0,1
2019/05/02 22:00:00,holiday,0,1
2019/05/02 23:00:00,holiday,0,1
2019/05/02 3:00:00,holiday,0,1
2019/05/02 4:00:00,holiday,0,1
2019/05/02 5:00:00,holiday,0,1
2019/05/02 6:00:00,holiday,0,1
2019/05/02 7:00:00,holiday,0,1
2019/05/02 8:00:00,holiday,0,1
2019/05/02 9:00:00,holiday,0,1
2019/05/03 0:00:00,holiday,0,1
2019/05/03 1:00:00,holiday,0,1
2019/05/03 10:00:00,holiday,0,1
2019/05/03 11:00:00,holiday,0,1
2019/05/03 12:00:00,holiday,0,1
2019/05/03 13:00:00,holiday,0,1
2019/05/03 14:00:00,holiday,0,1
2019/05/03 15:00:00,holiday,0,1
2019/05/03 16:00:00,holiday,0,1
2019/05/03 17:00:00,holiday,0,1
2019/05/03 18:00:00,holiday,0,1
2019/05/03 19:00:00,holiday,0,1
2019/05/03 2:00:00,holiday,0,1
2019/05/03 20:00:00,holiday,0,1
2019/05/03 21:00:00,holiday,0,1
2019/05/03 22:00:00,holiday,0,1
2019/05/03 23:00:00,holiday,0,1
2019/05/03 3:00:00,holiday,0,1
2019/05/03 4:00:00,holiday,0,1
2019/05/03 5:00:00,holiday,0,1
2019/05/03 6:00:00,holiday,0,1
2019/05/03 7:00:00,holiday,0,1
2019/05/03 8:00:00,holiday,0,1
2019/05/03 9:00:00,holiday,0,1
2019/05/04 0:00:00,holiday,0,1
2019/05/04 1:00:00,holiday,0,1
2019/05/04 10:00:00,holiday,0,1
2019/05/04 11:00:00,holiday,0,1
2019/05/04 12:00:00,holiday,0,1
2019/05/04 13:00:00,holiday,0,1
2019/05/04 14:00:00,holiday,0,1
2019/05/04 15:00:00,holiday,0,1
2019/05/04 16:00:00,holiday,0,1
2019/05/04 17:00:00,holiday,0,1
2019/05/04 18:00:00,holiday,0,1
2019/05/04 19:00:00,holiday,0,1
2019/05/04 2:00:00,holiday,0,1
2019/05/04 20:00:00,holiday,0,1
2019/05/04 21:00:00,holiday,0,1
2019/05/04 22:00:00,holiday,0,1
2019/05/04 23:00:00,holiday,0,1
2019/05/04 3:00:00,holiday,0,1
2019/05/04 4:00:00,holiday,0,1
2019/05/04 5:00:00,holiday,0,1
2019/05/04 6:00:00,holiday,0,1
2019/05/04 7:00:00,holiday,0,1
2019/05/04 8:00:00,holiday,0,1
2019/05/04 9:00:00,holiday,0,1
2019/05/05 0:00:00,holiday,0,1
2019/05/05 1:00:00,holiday,0,1
2019/05/05 10:00:00,holiday,0,1
2019/05/05 11:00:00,holiday,0,1
2019/05/05 12:00:00,holiday,0,1
2019/05/05 13:00:00,holiday,0,1
2019/05/05 14:00:00,holiday,0,1
2019/05/05 15:00:00,holiday,0,1
2019/05/05 16:00:00,holiday,0,1
2019/05/05 17:00:00,holiday,0,1
2019/05/05 18:00:00,holiday,0,1
2019/05/05 19:00:00,holiday,0,1
2019/05/05 2:00:00,holiday,0,1
2019/05/05 20:00:00,holiday,0,1
2019/05/05 21:00:00,holiday,0,1
2019/05/05 22:00:00,holiday,0,1
2019/05/05 23:00:00,holiday,0,1
2019/05/05 3:00:00,holiday,0,1
2019/05/05 4:00:00,holiday,0,1
2019/05/05 5:00:00,holiday,0,1
2019/05/05 6:00:00,holiday,0,1
2019/05/05 7:00:00,holiday,0,1
2019/05/05 8:00:00,holiday,0,1
2019/05/05 9:00:00,holiday,0,1
2019/05/06 0:00:00,holiday,0,1
2019/05/06 1:00:00,holiday,0,1
2019/05/06 10:00:00,holiday,0,1
2019/05/06 11:00:00,holiday,0,1
2019/05/06 12:00:00,holiday,0,1
2019/05/06 13:00:00,holiday,0,1
2019/05/06 14:00:00,holiday,0,1
2019/05/06 15:00:00,holiday,0,1
2019/05/06 16:00:00,holiday,0,1
2019/05/06 17:00:00,holiday,0,1
2019/05/06 18:00:00,holiday,0,1
2019/05/06 19:00:00,holiday,0,1
2019/05/06 2:00:00,holiday,0,1
2019/05/06 20:00:00,holiday,0,1
2019/05/06 21:00:00,holiday,0,1
2019/05/06 22:00:00,holiday,0,1
2019/05/06 23:00:00,holiday,0,1
2019/05/06 3:00:00,holiday,0,1
2019/05/06 4:00:00,holiday,0,1
2019/05/06 5:00:00,holiday,0,1
2019/05/06 6:00:00,holiday,0,1
2019/05/06 7:00:00,holiday,0,1
2019/05/06 8:00:00,holiday,0,1
2019/05/06 9:00:00,holiday,0,1
2019/06/06 14:00:00,hotday,0,1
2019/07/15 0:00:00,holiday,0,1
2019/07/15 1:00:00,holiday,0,1
2019/07/15 10:00:00,holiday,0,1
2019/07/15 11:00:00,holiday,0,1
2019/07/15 12:00:00,holiday,0,1
2019/07/15 13:00:00,holiday,0,1
2019/07/15 14:00:00,holiday,0,1
2019/07/15 15:00:00,holiday,0,1
2019/07/15 16:00:00,holiday,0,1
2019/07/15 17:00:00,holiday,0,1
2019/07/15 18:00:00,holiday,0,1
2019/07/15 19:00:00,holiday,0,1
2019/07/15 2:00:00,holiday,0,1
2019/07/15 20:00:00,holiday,0,1
2019/07/15 21:00:00,holiday,0,1
2019/07/15 22:00:00,holiday,0,1
2019/07/15 23:00:00,holiday,0,1
2019/07/15 3:00:00,holiday,0,1
2019/07/15 4:00:00,holiday,0,1
2019/07/15 5:00:00,holiday,0,1
2019/07/15 6:00:00,holiday,0,1
2019/07/15 7:00:00,holiday,0,1
2019/07/15 8:00:00,holiday,0,1
2019/07/15 9:00:00,holiday,0,1
2019/07/25 15:00:00,hotday,0,1
2019/07/26 11:00:00,hotday,0,1
2019/07/29 12:00:00,hotday,0,1
2019/07/29 13:00:00,hotday,0,1
2019/07/29 14:00:00,hotday,0,1
2019/07/30 10:00:00,hotday,0,1
2019/07/30 11:00:00,hotday,0,1
2019/07/30 12:00:00,hotday,0,1
2019/07/30 13:00:00,hotday,0,1
2019/07/30 14:00:00,hotday,0,1
2019/07/30 16:00:00,hotday,0,1
2019/07/31 10:00:00,hotday,0,1
2019/07/31 11:00:00,hotday,0,1
2019/07/31 12:00:00,hotday,0,1
2019/07/31 13:00:00,hotday,0,1
2019/07/31 14:00:00,hotday,0,1
2019/07/31 15:00:00,hotday,0,1
2019/07/31 16:00:00,hotday,0,1
2019/07/31 9:00:00,hotday,0,1
2019/08/01 10:00:00,hotday,0,1
2019/08/01 11:00:00,hotday,0,1
2019/08/01 12:00:00,hotday,0,1
2019/08/01 13:00:00,hotday,0,1
2019/08/01 14:00:00,hotday,0,1
2019/08/01 15:00:00,hotday,0,1
2019/08/01 16:00:00,hotday,0,1
2019/08/01 17:00:00,hotday,0,1
2019/08/01 18:00:00,hotday,0,1
2019/08/01 9:00:00,hotday,0,1
2019/08/02 11:00:00,hotday,0,1
2019/08/02 12:00:00,hotday,0,1
2019/08/02 13:00:00,hotday,0,1
2019/08/02 14:00:00,hotday,0,1
2019/08/02 15:00:00,hotday,0,1
2019/08/02 16:00:00,hotday,0,1
2019/08/03 11:00:00,hotday,0,1
2019/08/03 12:00:00,hotday,0,1
2019/08/03 13:00:00,hotday,0,1
2019/08/03 14:00:00,hotday,0,1
2019/08/03 15:00:00,hotday,0,1
2019/08/03 16:00:00,hotday,0,1
2019/08/04 11:00:00,hotday,0,1
2019/08/04 12:00:00,hotday,0,1
2019/08/04 13:00:00,hotday,0,1
2019/08/04 14:00:00,hotday,0,1
2019/08/04 15:00:00,hotday,0,1
2019/08/04 16:00:00,hotday,0,1
2019/08/05 10:00:00,hotday,0,1
2019/08/05 11:00:00,hotday,0,1
2019/08/05 12:00:00,hotday,0,1
2019/08/05 13:00:00,hotday,0,1
2019/08/05 14:00:00,hotday,0,1
2019/08/05 15:00:00,hotday,0,1
2019/08/05 16:00:00,hotday,0,1
2019/08/06 10:00:00,hotday,0,1
2019/08/06 11:00:00,hotday,0,1
2019/08/06 12:00:00,hotday,0,1
2019/08/06 13:00:00,hotday,0,1
2019/08/06 14:00:00,hotday,0,1
2019/08/06 15:00:00,hotday,0,1
2019/08/06 9:00:00,hotday,0,1
2019/08/07 10:00:00,hotday,0,1
2019/08/07 11:00:00,hotday,0,1
2019/08/07 12:00:00,hotday,0,1
2019/08/07 13:00:00,hotday,0,1
2019/08/07 14:00:00,hotday,0,1
2019/08/07 15:00:00,hotday,0,1
2019/08/07 16:00:00,hotday,0,1
2019/08/07 9:00:00,hotday,0,1
2019/08/08 10:00:00,hotday,0,1
2019/08/08 11:00:00,hotday,0,1
2019/08/08 12:00:00,hotday,0,1
2019/08/08 13:00:00,hotday,0,1
2019/08/08 14:00:00,hotday,0,1
2019/08/09 10:00:00,hotday,0,1
2019/08/09 11:00:00,hotday,0,1
2019/08/09 12:00:00,hotday,0,1
2019/08/09 13:00:00,hotday,0,1
2019/08/09 14:00:00,hotday,0,1
2019/08/09 15:00:00,hotday,0,1
2019/08/09 16:00:00,hotday,0,1
2019/08/09 9:00:00,hotday,0,1
2019/08/10 10:00:00,hotday,0,1
2019/08/10 11:00:00,hotday,0,1
2019/08/10 12:00:00,hotday,0,1
2019/08/10 13:00:00,hotday,0,1
2019/08/10 14:00:00,hotday,0,1
2019/08/10 15:00:00,hotday,0,1
2019/08/10 16:00:00,hotday,0,1
2019/08/11 10:00:00,hotday,0,1
2019/08/11 11:00:00,hotday,0,1
2019/08/11 12:00:00,hotday,0,1
2019/08/11 13:00:00,hotday,0,1
2019/08/11 14:00:00,hotday,0,1
2019/08/11 15:00:00,hotday,0,1
2019/08/12 0:00:00,holiday,0,1
2019/08/12 1:00:00,holiday,0,1
2019/08/12 10:00:00,holiday,0,1
2019/08/12 11:00:00,holiday,0,1
2019/08/12 12:00:00,holiday,0,1
2019/08/12 13:00:00,holiday,0,1
2019/08/12 14:00:00,holiday,0,1
2019/08/12 15:00:00,hotday,0,1
2019/08/12 15:00:00,holiday,0,1
2019/08/12 16:00:00,hotday,0,1
2019/08/12 16:00:00,holiday,0,1
2019/08/12 17:00:00,holiday,0,1
2019/08/12 18:00:00,holiday,0,1
2019/08/12 19:00:00,holiday,0,1
2019/08/12 2:00:00,holiday,0,1
2019/08/12 20:00:00,holiday,0,1
2019/08/12 21:00:00,holiday,0,1
2019/08/12 22:00:00,holiday,0,1
2019/08/12 23:00:00,holiday,0,1
